	transcript	start	end	role	BC	folder	each_role	index
11198	음	190.098	193.772	counselor	1	17	['ct', 'ct', 'ct', 'ct', 'cs']	13709
11199	사는 좀 기분이 들기도 해서요	217.439	219.821	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13710
11200	진단을 따로 받아보시거나 그러진 않으셨죠	226.499	230.379	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13711
11201	그냥 자가 진단만 좀 받아봤고요	231.525	234.145	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13712
11202	신경 안정제를 제가 처방받기는 했어요	241.011	244.091	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13714
11203	네	241.291	246.405	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13715
11204	예를 들면 제가 멍 때리거나	252.031	254.131	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13716
11205	네	252.131	255.834	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13717
11206	제가 잠드는 경우가 좀 있거든요	257.453	259.133	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13718
11207	저도 모르게 잠들 때가 있어요	267.577	269.257	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13720
11208	네	267.737	270.973	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13721
11209	딱 잠이 깨요 예를 들면	274.322	275.762	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13722
11210	눈 떠 있는 거예요 제가	284.344	285.504	client	2	17	['ct', 'ct', 'ct', 'ct', 'ct']	13724
11211	제가 신경성 위염도 한번 겪어봤고요	307.608	310.008	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13726
11212	네	308.088	311.939	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13727
11213	온 적이 한 번 있었어요	316.115	317.475	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13728
11214	네	316.235	319.223	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13729
11215	조울증 같은 게 조금 있었고요	322.363	323.763	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13730
11216	네	322.763	325.387	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13731
11217	약간 트라우마에 좀 시달리고 있어요	338.363	340.163	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13732
11218	네	338.603	342.085	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13733
11219	신뢰하지 못하는 것도 그렇고 제가	355.518	357.68	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13734
11220	잘 못 붙이는 것 같고요	360.311	361.831	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13736
11221	음	360.431	363.194	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13737
11222	네 맞아요 네	361.391	371.65	client	0	17	['ct', 'cs', 'ct', 'ct', 'ct']	13738
11223	이야기를 해 주실 수 있을까요	386.352	388.232	counselor	1	17	['cs', 'cs', 'cs', 'cs', 'cs']	13739
11224	이제 이천십육년 일월로 일단 돌아갈게요	393.245	397.005	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13740
11225	네	393.885	398.677	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13741
11226	이제 갓 일년이 지난 시점이었고요	402.996	405.763	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13742
11227	되기 시작한 게 아마 그때부터였어요	416.896	419.496	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13744
11228	음	417.096	421.262	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13745
11229	한때 제가 지정이 되기도 했었고요	430.899	433.179	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13746
11230	음	431.019	434.875	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13747
11231	된 거예요 제가 그 사실을요	444.474	445.911	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13748
11232	저만 몰랐던 거죠 그 사실을	449.481	450.841	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13750
11233	음	449.921	452.814	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13751
11234	이미 다 알고 있었던 거예요	452.872	454.112	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13752
11235	등 돌린 적도 좀 있었고요	468.379	470.259	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13754
11236	했었죠 그것도 한 두 번이나	476.34	478.129	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13756
11237	음 음	477.249	480.068	counselor	0	17	['ct', 'ct', 'ct', 'cs', 'cs']	13757
11238	약간 짐만 될 거라고 생각했는지	488.21	490.49	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13758
11239	음	488.89	491.914	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13759
11240	좀 폭탄 취급하거나 좀 그렇더라고요	492.449	494.729	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13760
11241	무작정 이용하려 들거나 좀 그랬는데요	497.302	500.062	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13762
11242	음	497.862	502.267	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13763
11243	후유증부터 이제 좀 시작이 됐죠	504.317	506.717	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13764
11244	마음을 못 붙여요 지금도 제가	549.525	550.925	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13766
11245	음	549.725	552.656	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13767
11246	또 다른 문제죠 이거는 그냥	559.693	568.058	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13768
11247	그 민석님	560.213	569.833	counselor	0	17	['ct', 'ct', 'ct', 'cs', 'cs']	13769
11248	모르겠어요 그냥 네	567.773	569.618	client	0	17	['cs', 'cs', 'ct', 'ct', 'ct']	13770
11249	음 네 말씀하세요	568.138	572.073	counselor	0	17	['ct', 'ct', 'cs', 'cs', 'cs']	13771
11250	케이스는 솔직히 좀 약간 드물거든요	608.765	610.925	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13772
11251	민석님은 어떨 때 그렇게 느껴지실까요	666.827	669.747	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13773
11252	이제 어투나 뭐 이제 눈빛이나	676.875	679.703	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13774
11253	조금 이제 판단이 서더라고요 어느새부턴가요	683.781	686.241	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13776
11254	음 으음 음	684.481	689.954	counselor	0	17	['ct', 'ct', 'cs', 'cs', 'cs']	13777
11255	누군가를 대할 때와 비교해 보면	693.159	694.959	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13778
11256	보이는 거예요 제가 좀 산전수전	697.049	699.4	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13780
11257	제가 좀 겪어봐서 그런지 모르겠지만요	699.4	702.16	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13782
11258	조금 네 보이더라고요 예를 들어	705.455	708.202	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13784
11259	아니면은 뭐 이중잣대적으로 하면 한다든지	714.384	717.504	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13786
11260	있잖아요 뭐 그런 케이스나 맞아요	724.238	729.336	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13788
11261	음	726.916	729.848	counselor	1	17	['ct', 'ct', 'ct', 'ct', 'cs']	13789
11262	그럴 때 이제 제가 그냥	731.998	734.478	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13790
11263	좀 당한다고 생각할 때가 있었는데요	737.686	739.926	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13792
11264	음	738.326	741.853	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13793
11265	이런 생각이 좀 들기도 했었고요	751.782	753.342	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13794
11266	음	752.022	755.509	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13795
11267	신념이 생겨버린 거예요 어느 때부터인가요	775.081	777.281	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13796
11268	이제 교회에서 좀 많이 겪어봐서요	805.311	807.391	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13798
11269	한 3년째 지금도 오가고 있지만요	814.339	816.419	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13800
11270	음	814.539	818.068	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13801
11271	좋아요 지금도 아마 돌아올 수	829.387	831.196	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13802
11272	저나 아니면 다른 사람이나요 맞죠	849.142	851.622	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13804
11273	아 들리세요 제 얘기 들리시죠	853.471	854.911	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13806
11274	네네 듣고 있습니다	854.191	857.46	counselor	0	17	['ct', 'ct', 'cs', 'cs', 'cs']	13807
11275	수는 없을 거예요 그 반대로	862.766	865.804	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13808
11276	또 좋게 봐줄 수도 없고요	866.444	869.164	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13810
11277	음	867.844	871.798	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13811
11278	잠깐만 내가 뭐 말할라 했지	875.825	877.305	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13812
11279	네	875.985	884.801	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13813
11280	아	876.145	884.948	client	0	17	['ct', 'ct', 'ct', 'cs', 'ct']	13814
11281	민석님	876.265	885.361	counselor	0	17	['ct', 'ct', 'cs', 'ct', 'cs']	13815
11282	잠깐만 아	884.521	885.508	client	0	17	['cs', 'ct', 'cs', 'ct', 'ct']	13816
11283	모든	884.628	885.761	counselor	0	17	['ct', 'cs', 'ct', 'ct', 'cs']	13817
11284	잠깐만	884.801	885.828	client	0	17	['cs', 'ct', 'ct', 'cs', 'ct']	13818
11285	다 좋게 볼 수는 없어요	891.801	893.721	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13819
11286	맞아요 근데 아 잠깐만요 제가	893.811	895.931	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13820
11287	네	894.171	895.595	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13821
11288	아	894.451	897.091	client	0	17	['ct', 'ct', 'ct', 'cs', 'ct']	13822
11289	네 거기까지	895.011	897.423	counselor	0	17	['ct', 'cs', 'ct', 'cs', 'cs']	13823
11290	제 정신	895.931	898.131	client	0	17	['ct', 'cs', 'cs', 'ct', 'ct']	13824
11291	말씀하셨어요	896.543	898.263	counselor	0	17	['cs', 'cs', 'ct', 'ct', 'cs']	13825
11292	나네요 갑자기 뭘 말하려고 했는지	900.452	902.052	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13826
11293	음	900.772	904.359	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13827
11294	이렇게 엄청 좋아하고 있겠죠 아닐까요	932.067	935.107	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13828
11295	네 그런 경험이 민석님한테 있을까요	939.834	943.474	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13829
11296	어떤 거요	940.474	943.976	client	0	17	['cs', 'cs', 'cs', 'ct', 'ct']	13830
11297	행동을 하시거나 그런 경험이 있으실까요	958.765	961.685	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13831
11298	저한테 뭐 잘못한 것도 있지만요	978.864	981.064	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13832
11299	음	979.664	982.904	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13833
11300	약간 저를 약간 좀 세뇌시키려고	992.079	993.279	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13834
11301	음	992.239	993.695	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13835
11302	막 그렇게 하려고도 했었는데요	993.055	995.079	client	1	17	['cs', 'ct', 'ct', 'ct', 'ct']	13836
11303	음 음	993.399	997.039	counselor	0	17	['ct', 'ct', 'ct', 'cs', 'cs']	13837
11304	어떻게 반응할까 뭐 이런 거죠	1001.833	1004.085	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13838
11305	딱히 알 것도 아니기 때문에	1021.239	1024.199	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13840
11306	음	1022.959	1025.667	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13841
11307	문득 그런 생각이 든 거죠	1029.048	1030.328	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13842
11308	음	1029.328	1034.456	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13843
11309	되는 건가 좀 싶기도 하고요	1050.398	1052.014	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13844
11310	그 이전에는 그 관계에서 어떠셨을까요	1061.803	1068.363	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13845
11311	좀 없지 않아 있었어요 제가	1071.976	1075.266	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13846
11312	입대하고 갓 일년이 지났을 때였으니까요	1077.31	1080.03	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13848
11313	있었어요 약간 공황장애도 좀 왔었고요	1084.845	1087.056	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13850
11314	네	1085.256	1088.812	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13851
11315	게 좀 왔었지만 물론 이제	1089.161	1091.159	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13852
11316	의료시스템이 워낙 좋지 않았기 때문에	1092.439	1094.599	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13854
11317	건 이제 발견을 못 했지만요	1095.662	1097.902	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13856
11318	음	1095.902	1099.822	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13857
11319	사실을 전역하고 나서 알게 됐죠	1101.322	1104.242	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13858
11320	음	1102.522	1107.341	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13859
11321	있었다고 보는데요 한 칠년 전부터요	1118.269	1120.108	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13860
11322	아니면은 자가진단으로 민석님이 생각을 하신건가요	1131.386	1136.426	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13861
11323	저도 이제 연예인들이 이제 하도	1137.721	1143.281	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13862
11324	음	1138.001	1142.433	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13863
11325	겪길래요 그걸 제가 한번 좀	1143.481	1145.31	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13864
11326	음	1144.67	1146.007	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13865
11327	찾아봤어요	1144.79	1147.35	client	1	17	['ct', 'ct', 'ct', 'cs', 'ct']	13866
11328	네	1145.07	1148.089	counselor	0	17	['ct', 'ct', 'cs', 'ct', 'cs']	13867
11329	겪었던 거랑 좀 많이 유사하더라고요	1153.482	1156.002	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13868
11330	이제 뒤늦게 안 거죠 제가	1167.798	1169.438	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13870
11331	음 음 자	1168.878	1177.813	counselor	0	17	['ct', 'ct', 'cs', 'cs', 'cs']	13871
11332	그 생 네	1172.975	1178.143	client	0	17	['cs', 'cs', 'ct', 'ct', 'ct']	13872
11333	전문가의 진단을 받으신 거는 아니시네요	1185.093	1188.213	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13873
11334	네 맞아요	1185.973	1190.501	client	0	17	['cs', 'cs', 'cs', 'ct', 'ct']	13874
11335	네	1186.333	1190.974	counselor	0	17	['cs', 'cs', 'ct', 'ct', 'cs']	13875
11336	그냥 제 그	1188.821	1204.661	client	0	17	['ct', 'cs', 'ct', 'ct', 'ct']	13876
11337	내가 감정이 그렇게느껴져서 자가진단으로 말씀하시는거죠	1199.054	1204.054	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13877
11338	인터넷으로 네 맞아요 한 거예요	1205.781	1207.341	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13878
11339	관계가 좀 형성이 되셨을까요 부모님이라던가	1233.442	1237.762	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13879
11340	그냥	1233.922	1243.303	client	0	17	['cs', 'cs', 'cs', 'cs', 'ct']	13880
11341	관계에서는 어떻게 하고 계셨었는지 궁금하거든요	1239.242	1243.522	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13881
11342	가족들하고는 그냥 멀쩡히 잘 지냈고요	1243.583	1245.863	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13882
11343	다니는 걸 워낙 좋아해요 남들이랑	1252.037	1254.406	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13884
11344	다니고요 뭐 이른바 아웃사이더라고 할까요	1255.206	1258.666	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13886
11345	혼자 조용히 잘 다니는 타입이었죠	1260.825	1262.585	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13888
11346	지금은 혼자 조용히 잘 다니지만	1263.837	1265.397	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13890
11347	음	1264.197	1266.988	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13891
11348	그냥 멀쩡히 그냥 잘 다녔어요	1266.86	1268.62	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13892
11349	음	1267.22	1270.471	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13893
11350	입대하고 제 삶이 망가진 거죠	1275.855	1277.535	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13894
11351	전과 후가 많이 달라지셨다라고 느껴지시네요	1283.988	1288.388	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13895
11352	네 맞아요	1285.388	1310.424	client	0	17	['cs', 'cs', 'cs', 'ct', 'ct']	13896
11353	시간보다 더 즐기고 계시는 부분이네요	1305.289	1309.889	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13897
11354	네 맞아요 물론	1307.929	1312.224	client	1	17	['cs', 'cs', 'ct', 'ct', 'ct']	13898
11355	음	1308.249	1312.526	counselor	0	17	['cs', 'ct', 'ct', 'ct', 'cs']	13899
11356	그냥 겪는 건 줄 알았거든요	1322.126	1323.646	client	2	17	['ct', 'ct', 'ct', 'ct', 'ct']	13900
11357	음	1322.406	1325.716	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13901
11358	제가 생각했던 외로움하고는 전혀 다르더라고요	1327.451	1329.971	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13902
11359	아 네 그러셨군요	1328.691	1333.586	counselor	0	17	['ct', 'ct', 'cs', 'cs', 'cs']	13903
11360	맞아요	1329.211	1334.919	client	1	17	['ct', 'cs', 'cs', 'cs', 'ct']	13904
11361	으음	1331.026	1335.834	counselor	0	17	['cs', 'cs', 'cs', 'ct', 'cs']	13905
11362	여기까지 온 거죠 어떻게 보면요	1349.355	1350.795	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13906
11363	후에는 그런 것이 아니더라 입대	1371.521	1375.265	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13907
11364	네 맞아요	1372.921	1375.522	client	0	17	['cs', 'cs', 'cs', 'ct', 'ct']	13908
11365	후에는	1373.041	1376.505	counselor	0	17	['cs', 'cs', 'ct', 'ct', 'cs']	13909
11366	네	1374.865	1375.882	client	0	17	['cs', 'ct', 'ct', 'cs', 'ct']	13910
11367	그 친구들은 조금 많이 있으셨나요	1378.985	1381.785	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13911
11368	없었어요 저는 혼자 다니는 걸	1383.025	1384.532	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13912
11369	아	1383.432	1385.838	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13913
11370	워낙 좋아해 가지고요	1384.092	1385.612	client	0	17	['ct', 'cs', 'ct', 'ct', 'ct']	13914
11371	말씀을 좀 해주실 수 있을까요	1401.638	1404.118	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13915
11372	것도 없고 약간 그런 외로움이었죠	1407.568	1410.165	client	2	17	['ct', 'ct', 'ct', 'ct', 'ct']	13916
11373	그래서 이제 제가 입대하고	1413.807	1415.453	client	0	17	['cs', 'ct', 'ct', 'ct', 'ct']	13918
11374	도	1414.253	1416.301	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13919
11375	나서부터는 제가 어느 누구도	1415.261	1417.591	client	1	17	['cs', 'ct', 'ct', 'ct', 'ct']	13920
11376	음	1415.453	1418.408	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13921
11377	못 하다 보니까 차라리 그냥	1420.945	1423.065	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13922
11378	좀 더 편하게 느꼈어요 차라리	1426.035	1429.426	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13924
11379	음	1427.275	1430.615	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13925
11380	벽이랑 얘기하는 걸요	1429.186	1430.586	client	1	17	['ct', 'cs', 'ct', 'ct', 'ct']	13926
11381	음	1429.415	1433.847	counselor	0	17	['cs', 'ct', 'ct', 'ct', 'cs']	13927
11382	그냥 누군가에게	1429.826	1438.216	client	0	17	['ct', 'ct', 'cs', 'ct', 'ct']	13928
11383	우리 민석님은	1432.127	1441.08	counselor	0	17	['cs', 'ct', 'ct', 'cs', 'cs']	13929
11384	아 네 말씀하세요	1436.48	1439.296	client	0	17	['cs', 'cs', 'ct', 'ct', 'ct']	13930
11385	도움을 요청하거나 어 이러지는 않으셨을까요	1449.513	1454.713	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13931
11386	그래요 솔직히 굳이 말할 사람이	1461.047	1463.387	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13932
11387	음	1461.507	1463.598	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13933
11388	차마 말하기에는 좀 뭐했을 거예요	1467.106	1469.006	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13934
11389	음	1467.766	1471.108	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13935
11390	심지어 제 문제는 가족들도 모르거든요	1470.272	1472.352	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13936
11391	한다거나 공유한다거나 하지는 않는 성격이셨네요	1484.254	1488.814	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13937
11392	네 맞아요 네 차라리 내	1488.684	1490.684	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13938
11393	그런데	1488.804	1490.883	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13939
11394	문제는	1489.284	1491.044	client	0	17	['ct', 'ct', 'ct', 'cs', 'ct']	13940
11395	이제	1490.204	1491.203	counselor	0	17	['ct', 'ct', 'cs', 'ct', 'cs']	13941
11396	약간	1490.444	1492.164	client	0	17	['ct', 'cs', 'ct', 'cs', 'ct']	13942
11397	네	1490.563	1491.563	counselor	0	17	['cs', 'ct', 'cs', 'ct', 'cs']	13943
11398	혼자 그냥 짊어지고 만다 약간	1492.622	1495.142	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13944
11399	좀 이런 게 좀 강해가지고요	1495.142	1496.542	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13946
11400	대상이 없는 것이 외로움이라고 느끼셨어요	1505.155	1508.595	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13947
11401	둘 것도 없고 네 맞아요	1513.367	1516.047	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13948
11402	요청한다거나 마음을 두신 대상이 있으셨을까요	1520.91	1524.59	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13949
11403	잘 생활했던 것 같아요 그냥	1532.348	1534.548	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13950
11404	같이 힘들게 좀 느끼셨던 걸까요	1575.359	1579.239	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13951
11405	그렇고 이제 사회에서도 좀 마찬가지고였고요	1585.439	1588.399	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13952
11406	근데	1585.799	1589.494	client	1	17	['ct', 'ct', 'ct', 'cs', 'ct']	13954
